,gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
2589,6269-7854,LDL,Team WE Academy,Vici Gaming Potential,Renekton,Trundle,Syndra,Aphelios,Thresh,Gangplank,JarvanIV,Zoe,MissFortune,Nautilus,0
2590,6212-7853,LPL,eStar,Dominus Esports,MonkeyKing,Ekko,Sett,Ezreal,Thresh,Jax,Nidalee,Zilean,Lucian,Yuumi,1
2591,ESPORTSTMNT01/1413215,OCS,Mammoth Academy,Chiefs Academy,Aatrox,Trundle,Orianna,Varus,Karma,Mordekaiser,Elise,Talon,Ezreal,Bard,1
2592,6270-7856,LDL,WanZhen Esports Club,EDG Youth Team,Ornn,Graves,Corki,Senna,Nautilus,Aatrox,Gragas,Jayce,Ashe,Morgana,0
2593,6212-7855,LPL,eStar,Dominus Esports,MonkeyKing,Graves,Kassadin,Aphelios,Thresh,Ornn,Trundle,Azir,Senna,Sett,1
2594,ESPORTSTMNT01/1413231,OCS,Gravitas Academy,Dire Cubs,Aatrox,Trundle,Corki,Ezreal,Yuumi,Ornn,LeeSin,Zoe,Aphelios,Karma,0
2595,6271-7857,LDL,Victorious Gaming,Joy Dream,Gangplank,Graves,Karma,Varus,Sett,Renekton,Trundle,Orianna,Sivir,Yuumi,0
2596,6213-7858,LPL,Team WE,Invictus Gaming,Ornn,Olaf,Rumble,Aphelios,Thresh,Aatrox,Graves,Syndra,Ashe,Sett,1
2597,6270-7859,LDL,EDG Youth Team,WanZhen Esports Club,Jayce,Olaf,TwistedFate,Syndra,Blitzcrank,Ornn,Trundle,Corki,Kalista,Thresh,1
2598,6271-7860,LDL,Joy Dream,Victorious Gaming,Renekton,Trundle,Orianna,Varus,Thresh,Gangplank,Nidalee,Camille,Kaisa,Sett,1
2599,6213-7861,LPL,Invictus Gaming,Team WE,Aatrox,JarvanIV,Corki,Ezreal,Yuumi,Ornn,Graves,Galio,Aphelios,Bard,0
2600,ESPORTSTMNT04/1220593,TRA,1907 Fenerbahçe Academy,SuperMassive Academy,Zac,LeeSin,Leblanc,Ezreal,Thresh,Ornn,MonkeyKing,Zoe,Kalista,Blitzcrank,1
2601,ESPORTSTMNT04/1220596,TRA,5 Ronin Academy,İstanbul Wildcats Academy,Ornn,Taliyah,Syndra,MissFortune,Rakan,Sylas,Graves,Orianna,Aphelios,Nautilus,0
2602,ESPORTSTMNT04/1220603,TRA,Galatasaray Academy,Dark Passage Academy,Volibear,RekSai,Ziggs,Aphelios,Nautilus,Sett,Graves,Zoe,Ezreal,Thresh,0
2603,ESPORTSTMNT04/1220607,TRA,Galakticos Academy,Royal Youth Academy,Ornn,Sejuani,Corki,Aphelios,Lulu,Gangplank,Sylas,Cassiopeia,Senna,Sett,0
2604,ESPORTSTMNT04/1220616,TRA,Beşiktaş Academy,Team AURORA Academy,Sett,Gragas,Zoe,Maokai,Senna,Fiora,Trundle,Azir,Ezreal,Yuumi,0
2605,ESPORTSTMNT01/1403432,LCS.A,Cloud9 Academy,100 Thieves Academy,Sett,Graves,Lulu,Cassiopeia,Thresh,Renekton,Nidalee,Zoe,Aphelios,Nautilus,0
2606,ESPORTSTMNT01/1403464,LCS.A,FlyQuest Academy,Immortals Academy,Sett,Nocturne,Syndra,Kaisa,Nautilus,Aatrox,LeeSin,Jayce,Ezreal,Yuumi,1
2607,ESPORTSTMNT01/1403480,LCS.A,TSM Academy,Team Liquid Academy,Gangplank,Trundle,Zoe,Aphelios,Braum,Aatrox,Kindred,Lulu,Syndra,Nautilus,1
2608,ESPORTSTMNT01/1403502,LCS.A,Evil Geniuses Academy,CLG Academy,Rumble,LeeSin,Azir,Varus,Thresh,Ornn,JarvanIV,Galio,Draven,Leona,0
2609,ESPORTSTMNT01/1403532,LCS.A,Golden Guardians Academy,Dignitas Academy,Jayce,Trundle,Galio,Kalista,Nautilus,Aatrox,LeeSin,Karma,Ezreal,Leona,1
2610,6272-7862,LDL,Legend Esport Gaming,V5 87,Renekton,Nidalee,Yasuo,Caitlyn,Morgana,Aatrox,Ekko,Pantheon,Ashe,TahmKench,1
2611,ESPORTSTMNT01/1413601,OPL,Avant Gaming,Chiefs Esports Club,Maokai,MonkeyKing,Taliyah,Caitlyn,Senna,Kayle,Graves,Syndra,Ezreal,Yuumi,0
2612,6272-7863,LDL,V5 87,Legend Esport Gaming,Jayce,Graves,MonkeyKing,Veigar,Bard,Jax,Ekko,Sett,Aphelios,Thresh,1
2613,ESPORTSTMNT01/1413609,OPL,Legacy Esports,Gravitas,Mordekaiser,Graves,Ornn,Ashe,Yuumi,Sett,LeeSin,Ekko,Ezreal,Senna,1
2614,6274-7865,LDL,Invictus Gaming Young,JingNetGame,MonkeyKing,Kindred,Syndra,Ashe,Taric,Darius,Olaf,Karma,Aphelios,Sett,1
2615,6272-7864,LDL,Legend Esport Gaming,V5 87,MonkeyKing,Karthus,Galio,Caitlyn,Morgana,Renekton,Kindred,Karma,Ezreal,Yuumi,0
2616,ESPORTSTMNT01/1413619,OPL,MAMMOTH,Dire Wolves,MonkeyKing,Nidalee,Karma,Aphelios,Thresh,Malphite,Graves,Zoe,MissFortune,Leona,0
2617,6274-7866,LDL,JingNetGame,Invictus Gaming Young,Aatrox,Olaf,Karma,Aphelios,Galio,Ornn,Graves,Syndra,Ezreal,Braum,0
2618,ESPORTSTMNT01/1413629,OPL,Pentanet.GG,ORDER,Maokai,MonkeyKing,Azir,Kalista,Sett,Renekton,Trundle,Zoe,Aphelios,Thresh,0
2619,6273-7867,LDL,Dominus Esports Young,Young Miracles,Poppy,Graves,Syndra,Kalista,Braum,Ornn,Ekko,Pantheon,MissFortune,Nautilus,1
2620,6276-7868,LDL,Royal Club,FunPlus Phoenix Blaze,MonkeyKing,JarvanIV,Akali,Ezreal,TahmKench,Renekton,Nidalee,Rumble,Sivir,Nautilus,0
2621,6214-7869,LPL,Royal Never Give Up,LNG Esports,Aatrox,LeeSin,Azir,Aphelios,Thresh,Jayce,Olaf,Leblanc,Ezreal,Yuumi,0
2622,6273-7870,LDL,Young Miracles,Dominus Esports Young,Renekton,Trundle,Syndra,Kalista,Karma,Mordekaiser,Graves,Leblanc,Senna,TahmKench,0
2623,6276-7871,LDL,FunPlus Phoenix Blaze,Royal Club,Renekton,LeeSin,Rumble,Kaisa,Nautilus,MonkeyKing,JarvanIV,Sylas,Ashe,Braum,1
2624,6214-7872,LPL,LNG Esports,Royal Never Give Up,Ornn,Graves,Azir,Aphelios,Thresh,MonkeyKing,Olaf,TwistedFate,Ezreal,Nautilus,1
2625,6275-7873,LDL,Top Esports Challenger,LinGan e-Sports,Ornn,Graves,Talon,Ashe,Braum,Renekton,Kindred,Leblanc,Kalista,Sett,1
2626,6215-7874,LPL,FunPlus Phoenix,Bilibili Gaming,Quinn,Olaf,Karma,Aphelios,Nautilus,Renekton,Nidalee,Azir,Ashe,Leona,1
2627,6275-7875,LDL,LinGan e-Sports,Top Esports Challenger,Aatrox,JarvanIV,Leblanc,Ezreal,Sett,Ornn,Trundle,Ekko,Kaisa,Nautilus,1
2628,6215-7876,LPL,Bilibili Gaming,FunPlus Phoenix,Ornn,Graves,Leblanc,Kalista,Braum,Kayle,Olaf,Galio,Aphelios,Nautilus,0
2629,6275-7877,LDL,LinGan e-Sports,Top Esports Challenger,Ornn,Graves,Leblanc,Ezreal,Braum,Poppy,Trundle,Ekko,Kaisa,Nautilus,0
2630,ESPORTSTMNT04/1230686,TRA,İstanbul Wildcats Academy,Galakticos Academy,Mordekaiser,LeeSin,Azir,Varus,Thresh,Fiora,JarvanIV,Vladimir,MissFortune,Nautilus,0
2631,ESPORTSTMNT04/1230688,LEC,G2 Esports,MAD Lions,Mordekaiser,RekSai,Zoe,Varus,TahmKench,MonkeyKing,LeeSin,Orianna,Kalista,Blitzcrank,1
2632,ESPORTSTMNT04/1230690,TRA,Team AURORA Academy,Galatasaray Academy,MonkeyKing,Elise,Zoe,Aphelios,Sett,Renekton,Olaf,Azir,Caitlyn,Thresh,1
2633,ESPORTSTMNT04/1220706,LEC,Team Vitality,FC Schalke 04 Esports,Ornn,Skarner,Azir,Ezreal,Yuumi,Maokai,Graves,Zoe,Aphelios,Lulu,1
2634,ESPORTSTMNT04/1230698,TRA,SuperMassive Academy,5 Ronin Academy,Malphite,Graves,Azir,Aphelios,Braum,MonkeyKing,Taliyah,Veigar,Kalista,Nautilus,1
2635,ESPORTSTMNT04/1230703,TRA,Beşiktaş Academy,1907 Fenerbahçe Academy,Urgot,Graves,Veigar,Varus,Karma,Shyvana,Gragas,Yasuo,Aphelios,Rakan,0
2636,ESPORTSTMNT01/1413742,LCS.A,FlyQuest Academy,Cloud9 Academy,Ornn,LeeSin,Corki,Kaisa,Nautilus,Gangplank,RekSai,Karma,Ezreal,Yuumi,1
2637,ESPORTSTMNT01/1403735,LCS.A,100 Thieves Academy,Evil Geniuses Academy,Urgot,Trundle,Azir,Kalista,Taric,Ornn,LeeSin,Zoe,Aphelios,Morgana,1
2638,ESPORTSTMNT04/1220728,LEC,SK Gaming,Origen,Ornn,Sett,Azir,Ezreal,Thresh,Aatrox,Gragas,Orianna,MissFortune,Nautilus,1
2639,ESPORTSTMNT01/1403767,LCS.A,Team Liquid Academy,Golden Guardians Academy,Aatrox,Olaf,Ekko,Ezreal,Yuumi,Gangplank,Trundle,Syndra,MissFortune,Thresh,0
2640,ESPORTSTMNT01/1413786,LCS.A,Dignitas Academy,TSM Academy,Ornn,LeeSin,Azir,Varus,TahmKench,Aatrox,Trundle,Corki,Aphelios,Thresh,0
2641,ESPORTSTMNT01/1403768,LCS.A,CLG Academy,Immortals Academy,Ornn,JarvanIV,Galio,Xayah,Rakan,Aatrox,Trundle,Corki,Ezreal,Yuumi,0
2642,ESPORTSTMNT04/1220749,LEC,Rogue,Excel Esports,Ornn,Trundle,Corki,Aphelios,Lulu,Kayle,Gragas,Yasuo,Ezreal,Yuumi,1
2643,ESPORTSTMNT04/1220754,LEC,Misfits Gaming,Fnatic,Gangplank,Sett,Zoe,Kalista,Nautilus,Chogath,LeeSin,TwistedFate,Ezreal,Braum,0
2644,ESPORTSTMNT01/1403832,LCS,100 Thieves,Evil Geniuses,Ornn,Olaf,Zoe,Ezreal,Nautilus,Aatrox,Kindred,Corki,Aphelios,Yuumi,0
2645,ESPORTSTMNT01/1403840,LCS,Cloud9,FlyQuest,Jayce,Olaf,Leblanc,Aphelios,Nautilus,Sett,LeeSin,Corki,Ezreal,Karma,1
2646,ESPORTSTMNT01/1403860,LJL,Crest Gaming Act,AXIZ,MonkeyKing,Sett,Syndra,Draven,Nautilus,Renekton,Kindred,Leblanc,MissFortune,Thresh,1
2647,6278-7878,LDL,Oh My Dream,Vici Gaming Potential,Aatrox,LeeSin,Syndra,Aphelios,Taric,Gangplank,Trundle,Fizz,Kalista,Nautilus,0
2648,ESPORTSTMNT01/1403870,LJL,V3 Esports,AXIZ,Aatrox,Nidalee,Galio,Aphelios,Thresh,Ornn,Graves,Corki,MissFortune,Nautilus,1
2649,ESPORTSTMNT01/1413931,OPL,MAMMOTH,Legacy Esports,Renekton,Graves,Orianna,Kalista,Sett,Ornn,Kindred,Karma,Aphelios,Soraka,0
2650,ESPORTSTMNT01/1403878,LJL,Burning Core,Crest Gaming Act,MonkeyKing,Ekko,Lulu,Aphelios,Yuumi,Ornn,Sett,Kassadin,Kalista,Thresh,0
2651,6278-7879,LDL,Oh My Dream,Vici Gaming Potential,Renekton,Graves,Karma,Ziggs,TahmKench,Aatrox,Nidalee,Velkoz,Aphelios,Leona,1
2652,ESPORTSTMNT01/1413942,OPL,Chiefs Esports Club,ORDER,Ornn,Trundle,Syndra,Ezreal,Karma,Sett,LeeSin,Akali,Kalista,Taric,1
2653,6280-7881,LDL,EDG Youth Team,optical spectrum E-sports,MonkeyKing,Gragas,Yasuo,Sivir,Karma,Ornn,Trundle,Vladimir,Ezreal,Yuumi,1
2654,6278-7880,LDL,Oh My Dream,Vici Gaming Potential,Aatrox,Graves,Orianna,MissFortune,Sett,MonkeyKing,Olaf,Fizz,Aphelios,Yuumi,0
2655,ESPORTSTMNT01/1403891,LJL,Burning Core,V3 Esports,Maokai,Kindred,Cassiopeia,Ezreal,Sett,MonkeyKing,Elise,Leblanc,Aphelios,Thresh,0
2656,ESPORTSTMNT01/1413949,OPL,Gravitas,Avant Gaming,Poppy,Gragas,Yasuo,Syndra,Nautilus,Ornn,Trundle,Ekko,Aphelios,Braum,1
2657,6280-7882,LDL,EDG Youth Team,optical spectrum E-sports,Camille,Graves,Galio,Ezreal,Thresh,Ornn,RekSai,Vladimir,Aphelios,Nautilus,0
2658,ESPORTSTMNT01/1403894,LJL,Sengoku Gaming,Rascal Jester,Aatrox,LeeSin,Azir,Ezreal,Yuumi,Hecarim,Graves,Rumble,Sivir,Karma,1
2659,ESPORTSTMNT01/1413961,OPL,Dire Wolves,Pentanet.GG,Ornn,LeeSin,Syndra,Aphelios,Lulu,Janna,Olaf,Ekko,Ezreal,Yuumi,1
2660,6279-7883,LDL,Shu Dai Xiong Gaming,eStar Young,Lucian,Ekko,Zoe,Senna,Sett,Renekton,Karthus,Pantheon,Aphelios,Yuumi,1
2661,6216-7884,LPL,Victory Five,LGD Gaming,Mordekaiser,Graves,Ekko,Aphelios,Thresh,MonkeyKing,Trundle,Syndra,Ezreal,Leona,0
2662,6280-7886,LDL,EDG Youth Team,optical spectrum E-sports,Kennen,Olaf,Qiyana,Aphelios,Thresh,Sylas,Ekko,Graves,Ezreal,Braum,1
2663,ESPORTSTMNT01/1403902,LJL,Sengoku Gaming,DetonatioN FocusMe,Aatrox,Graves,Zoe,Ezreal,Nautilus,MonkeyKing,Pantheon,Xerath,Senna,Maokai,1
2664,6279-7885,LDL,Shu Dai Xiong Gaming,eStar Young,Aatrox,LeeSin,Galio,Senna,Sett,Olaf,Ekko,Pantheon,Kalista,Taric,1
2665,6216-7887,LPL,LGD Gaming,Victory Five,Mordekaiser,Graves,Syndra,Ashe,Thresh,Ornn,Trundle,Leblanc,Aphelios,Nautilus,0
2666,6282-7888,LDL,LNG Academy,Victorious Gaming,Jax,Trundle,Syndra,Varus,Karma,Ornn,Graves,Neeko,Kalista,Fiddlesticks,1
2667,6281-7889,LDL,WanZhen Esports Club,All Combo,Renekton,LeeSin,Lissandra,Aphelios,Leona,MonkeyKing,Trundle,Leblanc,MissFortune,Nautilus,0
2668,ESPORTSTMNT04/1220789,TCL,Papara SuperMassive,1907 Fenerbahçe Esports,Soraka,Sett,Azir,Senna,Maokai,Volibear,Graves,Orianna,Ezreal,Yuumi,0
2669,ESPORTSTMNT01/1403911,LJL,Fukuoka SoftBank Hawks gaming,DetonatioN FocusMe,MonkeyKing,Nidalee,Irelia,Kaisa,Sett,Hecarim,Graves,Ziggs,MissFortune,Bard,0
2670,6216-7890,LPL,LGD Gaming,Victory Five,Ornn,Kindred,TwistedFate,Aphelios,Leona,Renekton,Trundle,Cassiopeia,MissFortune,Nautilus,1
2671,6282-7894,LDL,LNG Academy,Victorious Gaming,Hecarim,Trundle,Leblanc,Ezreal,Karma,Aatrox,MonkeyKing,Neeko,Aphelios,Thresh,1
2672,6281-7892,LDL,All Combo,WanZhen Esports Club,Jax,RekSai,Syndra,Aphelios,Nautilus,Jayce,JarvanIV,Leblanc,Kalista,Thresh,0
2673,ESPORTSTMNT01/1403918,LJL,Fukuoka SoftBank Hawks gaming,Rascal Jester,MonkeyKing,Trundle,Corki,Aphelios,Thresh,Malphite,Graves,Galio,Ezreal,Nautilus,1
2674,6217-7891,LPL,Oh My God,EDward Gaming,Aatrox,LeeSin,Syndra,Kalista,Taric,Mordekaiser,Graves,Galio,Aphelios,Nautilus,0
2675,6281-7893,LDL,All Combo,WanZhen Esports Club,MonkeyKing,Taliyah,Qiyana,Aphelios,Thresh,Hecarim,Trundle,Syndra,Ezreal,Nautilus,0
2676,ESPORTSTMNT04/1220791,TCL,5 Ronin,İstanbul Wildcats,Renekton,Taliyah,Zoe,Varus,TahmKench,Mordekaiser,MonkeyKing,Yasuo,Ezreal,Karma,0
2677,6217-7898,LPL,Oh My God,EDward Gaming,Renekton,LeeSin,Leblanc,Aphelios,Thresh,MonkeyKing,Graves,Syndra,Ezreal,Leona,0
2678,ESPORTSTMNT04/1220808,TCL,Dark Passage,Galatasaray Esports,Aatrox,LeeSin,Azir,Aphelios,Nautilus,Ornn,JarvanIV,Orianna,MissFortune,Thresh,1
2679,ESPORTSTMNT04/1220812,LEC,FC Schalke 04 Esports,SK Gaming,MonkeyKing,Kindred,Orianna,Ezreal,Karma,Aatrox,Trundle,Galio,Aphelios,Nautilus,0
2680,ESPORTSTMNT04/1220821,TCL,Galakticos,Royal Youth,Aatrox,Graves,Zoe,Ezreal,Yuumi,Camille,Ekko,Azir,Aphelios,Nautilus,1
2681,ESPORTSTMNT01/1414013,CBLOL,Vivo Keyd,Prodigy Esports,Ornn,Nidalee,Azir,Aphelios,Nautilus,Camille,Olaf,Syndra,Ezreal,Yuumi,1
2682,ESPORTSTMNT04/1230782,LEC,Rogue,Misfits Gaming,Gangplank,RekSai,Orianna,Aphelios,Thresh,Vladimir,JarvanIV,Azir,Ezreal,Karma,1
2683,ESPORTSTMNT04/1220835,TCL,Beşiktaş Esports,Team AURORA,Fiora,JarvanIV,Diana,Ezreal,Bard,Poppy,Olaf,Syndra,Aphelios,Lulu,1
2684,ESPORTSTMNT04/1220836,LEC,Excel Esports,MAD Lions,Vladimir,Sett,Zoe,Varus,Karma,Hecarim,LeeSin,Orianna,Ezreal,Yuumi,0
2685,ESPORTSTMNT01/1414038,CBLOL,KaBuM! e-Sports,Santos e-Sports,Jayce,Elise,Syndra,Aphelios,Leona,Camille,Trundle,Azir,Ziggs,Nautilus,0
2686,ESPORTSTMNT04/1230797,LEC,Fnatic,Team Vitality,Sett,LeeSin,Corki,Syndra,Blitzcrank,Renekton,JarvanIV,Azir,Aphelios,Thresh,1
2687,ESPORTSTMNT01/1414048,CBLOL,INTZ,paiN Gaming,Renekton,Sett,Cassiopeia,Ezreal,Yuumi,Camille,Olaf,Galio,Kalista,Thresh,0
2688,ESPORTSTMNT04/1230801,LEC,G2 Esports,Origen,MonkeyKing,LeeSin,Zoe,Ezreal,Yuumi,Gangplank,Sett,Corki,Aphelios,Lulu,0
2689,ESPORTSTMNT01/1414064,CBLOL,Flamengo Esports,FURIA Esports,Jayce,Olaf,Azir,Ezreal,Thresh,MonkeyKing,LeeSin,Orianna,Kalista,Sett,0
2690,ESPORTSTMNT01/1414076,LCS,Evil Geniuses,Counter Logic Gaming,Poppy,Trundle,TwistedFate,Aphelios,Lulu,Jayce,Nidalee,Cassiopeia,Ezreal,Yuumi,1
2691,ESPORTSTMNT01/1414100,LCS,Team SoloMid,Team Liquid,Aatrox,Kayn,Syndra,Kalista,Taric,Mordekaiser,Trundle,Azir,Aphelios,Bard,0
2692,ESPORTSTMNT01/1414121,LCS,Immortals,FlyQuest,Karma,Graves,Galio,Kaisa,Nautilus,Sett,Kindred,Cassiopeia,Ezreal,Rakan,0
2693,ESPORTSTMNT01/1414138,LCS,Golden Guardians,Dignitas,Renekton,Graves,Ekko,Kaisa,Thresh,Sett,Trundle,Orianna,Ezreal,Leona,1
2694,6283-7899,LDL,FunPlus Phoenix Blaze,Suning-S,Camille,Graves,Leblanc,Senna,Maokai,Aatrox,Fiddlesticks,Qiyana,Kalista,Nautilus,1
2695,6283-7900,LDL,Suning-S,FunPlus Phoenix Blaze,Aatrox,Trundle,Leblanc,Kalista,Nautilus,Renekton,Graves,Syndra,MissFortune,TahmKench,0
2696,6285-7901,LDL,Invictus Gaming Young,Team WE Academy,Renekton,Ekko,Jayce,Ezreal,Sett,Aatrox,Graves,Leblanc,Kaisa,Nautilus,1
2697,6284-7903,LDL,Dominus Esports Young,LGD Gaming Young Team,Mordekaiser,Ekko,Pantheon,Lucian,Yuumi,Renekton,Graves,Neeko,Ezreal,Nautilus,1
2698,6285-7902,LDL,Invictus Gaming Young,Team WE Academy,MonkeyKing,Graves,Karma,Ezreal,Bard,Ornn,LeeSin,Leblanc,Aphelios,Janna,1
2699,6284-7904,LDL,Dominus Esports Young,LGD Gaming Young Team,Poppy,Ekko,Pantheon,Kalista,Sett,Ornn,Graves,Neeko,Ashe,TahmKench,1
2700,6287-7906,LDL,Bilibili Gaming Junior,Joy Dream,Renekton,Graves,Galio,Ezreal,Leona,Ornn,Elise,Lucian,Aphelios,Thresh,0
2701,6218-7905,LPL,Suning,Invictus Gaming,Aatrox,LeeSin,Zoe,Ezreal,Sett,Jayce,Trundle,Orianna,Aphelios,Nautilus,0
2702,6286-7907,LDL,V5 87,Rogue Warriors Shark,Renekton,Ekko,MonkeyKing,Veigar,Nautilus,Sett,Graves,Viktor,Aphelios,Thresh,0
2703,6218-7908,LPL,Suning,Invictus Gaming,Camille,Trundle,TwistedFate,Aphelios,Thresh,Renekton,Sett,Zoe,Ezreal,Bard,0
2704,6287-7910,LDL,Joy Dream,Bilibili Gaming Junior,Gnar,Trundle,Leblanc,Ezreal,Yuumi,Camille,Ekko,Renekton,Aphelios,Leona,1
2705,6286-7909,LDL,Rogue Warriors Shark,V5 87,MonkeyKing,RekSai,Galio,MissFortune,Thresh,Renekton,Graves,Corki,Ezreal,Bard,0
2706,ESPORTSTMNT04/1220888,TCL,Dark Passage,Royal Youth,Ornn,LeeSin,Zoe,Aphelios,Karma,MonkeyKing,Sett,Azir,MissFortune,Yuumi,1
2707,6219-7911,LPL,JD Gaming,Top Esports,Ornn,Kayn,Leblanc,Aphelios,Thresh,Kayle,Trundle,Lissandra,Kaisa,Nautilus,0
2708,6286-7913,LDL,V5 87,Rogue Warriors Shark,Jayce,Graves,Leblanc,Ezreal,Alistar,Ornn,Elise,Lucian,MissFortune,Yuumi,1
2709,ESPORTSTMNT04/1220904,TCL,İstanbul Wildcats,Galakticos,Aatrox,Graves,Azir,Aphelios,Nautilus,Ornn,LeeSin,Orianna,Ezreal,Braum,0
2710,6219-7912,LPL,Top Esports,JD Gaming,Sion,Trundle,Orianna,Ezreal,Yuumi,MonkeyKing,Graves,Azir,Ashe,Bard,1
2711,ESPORTSTMNT04/1220913,TCL,Galatasaray Esports,Team AURORA,Gangplank,Olaf,Azir,Varus,Thresh,Aatrox,Gragas,Zoe,Ezreal,Nautilus,1
2712,ESPORTSTMNT04/1220920,TCL,Papara SuperMassive,5 Ronin,Ornn,Graves,Corki,Aphelios,Lulu,Kalista,Elise,Cassiopeia,Senna,Sett,0
2713,ESPORTSTMNT04/1230869,LEC,SK Gaming,MAD Lions,Karma,Sett,Corki,Varus,Bard,Maokai,Trundle,Azir,Senna,MonkeyKing,0
2714,ESPORTSTMNT04/1220934,TCL,Beşiktaş Esports,1907 Fenerbahçe Esports,Ornn,Trundle,Ekko,Ezreal,Thresh,Kayle,LeeSin,Orianna,Varus,TahmKench,1
2715,ESPORTSTMNT01/1414280,CBLOL,INTZ,Santos e-Sports,Malphite,Graves,Orianna,Aphelios,Sett,Renekton,JarvanIV,Azir,Kalista,Taric,0
2716,ESPORTSTMNT04/1220942,LEC,FC Schalke 04 Esports,Rogue,Ornn,LeeSin,Zoe,Aphelios,Lulu,Gangplank,JarvanIV,Orianna,Ezreal,Yuumi,0
2717,ESPORTSTMNT04/1230881,LEC,Origen,Misfits Gaming,Renekton,Trundle,Ekko,Ezreal,Thresh,Aatrox,LeeSin,Azir,Kaisa,Nautilus,0
2718,ESPORTSTMNT01/1414291,CBLOL,paiN Gaming,Vivo Keyd,Renekton,Graves,Leblanc,Draven,Nautilus,MonkeyKing,Nidalee,Zoe,Jhin,Braum,1
2719,ESPORTSTMNT01/1414311,CBLOL,Prodigy Esports,Flamengo Esports,Renekton,Graves,Galio,MissFortune,Nautilus,MonkeyKing,LeeSin,Syndra,Ezreal,Leona,0
2720,ESPORTSTMNT04/1230904,LEC,G2 Esports,Team Vitality,Ornn,LeeSin,Galio,Aphelios,TahmKench,Sion,Gragas,Jayce,Kalista,Thresh,0
2721,ESPORTSTMNT04/1220970,LEC,Fnatic,Excel Esports,Gangplank,Gragas,Orianna,Varus,TahmKench,Vladimir,Olaf,Syndra,Sivir,Thresh,1
2722,ESPORTSTMNT01/1414316,CBLOL,FURIA Esports,KaBuM! e-Sports,Aatrox,Nidalee,Orianna,Senna,Maokai,MonkeyKing,Trundle,Azir,Aphelios,Karma,0
2723,ESPORTSTMNT01/1404251,LCS,Cloud9,100 Thieves,Gangplank,Olaf,Galio,Ezreal,Yuumi,Ornn,Kindred,Azir,Aphelios,Nautilus,1
2724,ESPORTSTMNT01/1404256,LCS,Dignitas,Team SoloMid,Sett,Nidalee,Orianna,Ezreal,Lulu,Aatrox,Trundle,Corki,MissFortune,Yuumi,0
2725,ESPORTSTMNT01/1404270,LCS,Team Liquid,Golden Guardians,Mordekaiser,Trundle,Orianna,Aphelios,Braum,Ornn,Nidalee,Jayce,Kalista,Thresh,1
2726,ESPORTSTMNT01/1404282,LCS,Immortals,Counter Logic Gaming,Ornn,LeeSin,Orianna,Aphelios,Braum,Aatrox,Trundle,Diana,MissFortune,Nautilus,0
2727,6288-7914,LDL,JingNetGame,optical spectrum E-sports,MonkeyKing,LeeSin,Leblanc,Aphelios,Braum,Kled,Trundle,Sylas,Ashe,Sett,1
2728,6288-7915,LDL,JingNetGame,optical spectrum E-sports,MonkeyKing,LeeSin,Akali,Aphelios,Braum,Ornn,RekSai,Ekko,Kaisa,Nautilus,0
2729,6288-7916,LDL,optical spectrum E-sports,JingNetGame,Kled,Trundle,Lissandra,Varus,TahmKench,Gangplank,LeeSin,Sylas,Ezreal,Thresh,1
2730,6290-7917,LDL,All Combo,LNG Academy,MonkeyKing,Karthus,Galio,MissFortune,Thresh,Ornn,Trundle,Nocturne,Aphelios,Nautilus,0
2731,6289-7919,LDL,Vici Gaming Potential,Legend Esport Gaming,Aatrox,RekSai,Leblanc,Aphelios,Sett,Renekton,LeeSin,Zoe,Kaisa,Karma,0
2732,6290-7918,LDL,All Combo,LNG Academy,MonkeyKing,Graves,Galio,Aphelios,Leona,Malphite,Trundle,Syndra,Kalista,Thresh,1
2733,6289-7920,LDL,Legend Esport Gaming,Vici Gaming Potential,Aatrox,Graves,Karma,Caitlyn,Morgana,Camille,Olaf,Leblanc,Kalista,Nautilus,0
2734,6290-7922,LDL,All Combo,LNG Academy,MonkeyKing,Ekko,Pantheon,Aphelios,Braum,Jax,Trundle,Leblanc,Varus,Nautilus,1
2735,6220-7921,LPL,Bilibili Gaming,eStar,Hecarim,Trundle,Azir,Aphelios,Nautilus,MonkeyKing,Graves,Ekko,Ezreal,Sett,1
2736,6289-7923,LDL,Vici Gaming Potential,Legend Esport Gaming,Ornn,Trundle,Zoe,Aphelios,Yuumi,Aatrox,LeeSin,Syndra,Xayah,Thresh,0
2737,6292-7925,LDL,Young Miracles,Royal Club,Ornn,LeeSin,Zoe,Ezreal,Leona,Renekton,Elise,Jayce,Vayne,Yuumi,1
2738,6220-7924,LPL,eStar,Bilibili Gaming,Mordekaiser,Ekko,Sett,Ezreal,Blitzcrank,Ornn,Trundle,Corki,Aphelios,Thresh,1
2739,6292-7927,LDL,Royal Club,Young Miracles,Aatrox,Trundle,Leblanc,Aphelios,Thresh,Mordekaiser,Graves,Karma,Ezreal,Leona,0
2740,6291-7928,LDL,Oh My Dream,Victorious Gaming,Renekton,Graves,Zoe,Ziggs,TahmKench,Irelia,Nidalee,Orianna,Aphelios,Karma,1
2741,6220-7926,LPL,Bilibili Gaming,eStar,Kayle,Trundle,Leblanc,Ezreal,Leona,Ornn,RekSai,Kassadin,Aphelios,Galio,1
